Posto;Id. Vaga;Qtd. Vagas Disponíveis;Qtd. Encaminhamentos Disponíveis;Ocupação;Nome Fantasia do Empregador;UF Local de Trabalho;Município Local de Trabalho;Bairro Local de Trabalho;Forma de Contratação;Salário;Frequência de Pagamento;Incentivos;Horário de Trabalho;Horário não Convencional?;Escolaridade;Tempo de Experiência;Aceita Deficientes;Tipo de Deficiência;Sexo;Idade (Inicial);Idade (Final);
Sine Petrolina/Pe                                                                                                                                     ;6924489                                                                                                                                               ;15                  ;39                  ;Trabalhador da Pecuaria (Bovinos Corte)                                                                                                               ;AGROBRAS AGRICOLA TROPICAL DO BRASIL S/A                                                                                                              ;Pernambuco                                                                                                                                            ;PE-Petrolina                                                                                                                                          ;VILA MOCO                                                                                                                                             ;Permanente                                                                                                                                            ;1.354,00            ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Incompleto                                                                                                                                ;0                   ;Exclusivamente deficiente                                                                                                                             ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Petrolina/Pe                                                                                                                                     ;7064084                                                                                                                                               ;1                   ;2                   ;Cozinheiro Geral                                                                                                                                      ;DADDI PIZZARIA ITALIANA                                                                                                                               ;Pernambuco                                                                                                                                            ;PE-Petrolina                                                                                                                                          ;ATRAS DA BANCA                                                                                                                                        ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Caruaru/Pe                                                                                                                                       ;7083003                                                                                                                                               ;1                   ;4                   ;Vendedor Pracista                                                                                                                                     ;                                                                                                                                                      ;Pernambuco                                                                                                                                            ;PE-Caruaru                                                                                                                                            ;MAURICIO DE NASSAU                                                                                                                                    ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Caruaru/Pe                                                                                                                                       ;7082162                                                                                                                                               ;1                   ;4                   ;Estoquista                                                                                                                                            ;JFIX INDUSTRIA                                                                                                                                        ;Pernambuco                                                                                                                                            ;PE-Caruaru                                                                                                                                            ;NOSSA SENHORA DAS DORES                                                                                                                               ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Santa Cruz do Capibaribe/Pe                                                                                                                      ;7082554                                                                                                                                               ;1                   ;5                   ;Repositor de Mercadorias                                                                                                                              ;CASA DOS OVOS E FRIOS CANAA                                                                                                                           ;Pernambuco                                                                                                                                            ;PE-Santa Cruz do Capibaribe                                                                                                                           ;SAO CRISTOVAO                                                                                                                                         ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Santa Cruz do Capibaribe/Pe                                                                                                                      ;7076620                                                                                                                                               ;5                   ;13                  ;Trabalhador da Manutencao de Edificacoes                                                                                                              ;EVINHO STAMP                                                                                                                                          ;Pernambuco                                                                                                                                            ;PE-Santa Cruz do Capibaribe                                                                                                                           ;CENTRO                                                                                                                                                ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Incompleto                                                                                                                                ;0                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Caruaru/Pe                                                                                                                                       ;7083019                                                                                                                                               ;1                   ;5                   ;Vendedor Pracista                                                                                                                                     ;UP LIVE PROMOCOES                                                                                                                                     ;Pernambuco                                                                                                                                            ;PE-Caruaru                                                                                                                                            ;NOSSA SENHORA DAS DORES                                                                                                                               ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Caruaru/Pe                                                                                                                                       ;7082178                                                                                                                                               ;1                   ;4                   ;Alimentador de Linha de Producao                                                                                                                      ;JFIX INDUSTRIA                                                                                                                                        ;Pernambuco                                                                                                                                            ;PE-Caruaru                                                                                                                                            ;NOSSA SENHORA DAS DORES                                                                                                                               ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Santa Cruz do Capibaribe/Pe                                                                                                                      ;7082562                                                                                                                                               ;1                   ;5                   ;Acougueiro                                                                                                                                            ;CASA DOS OVOS E FRIOS CANAA                                                                                                                           ;Pernambuco                                                                                                                                            ;PE-Santa Cruz do Capibaribe                                                                                                                           ;SAO CRISTOVAO                                                                                                                                         ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Recife/Pe                                                                                                                                        ;7082232                                                                                                                                               ;1                   ;1                   ;Auxiliar de Pessoal                                                                                                                                   ;ORION - ACESSORIOS E SISTEMAS INDUSTRIAIS                                                                                                             ;Pernambuco                                                                                                                                            ;PE-Recife                                                                                                                                             ;SANTO AMARO                                                                                                                                           ;Permanente                                                                                                                                            ;1.354,00            ;Mês                                                                                                                                                   ;Condução, Ticket Alimentação, Assistência Médica, Outros                                                                                              ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Exclusivamente deficiente                                                                                                                             ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Paulista/Pe                                                                                                                                      ;7082233                                                                                                                                               ;10                  ;18                  ;Ajudante de Motorista                                                                                                                                 ;HIPER MATEUS                                                                                                                                          ;Pernambuco                                                                                                                                            ;PE-Paulista                                                                                                                                           ;MARANGUAPE I                                                                                                                                          ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;Condução                                                                                                                                              ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Caruaru/Pe                                                                                                                                       ;7082195                                                                                                                                               ;1                   ;3                   ;Auxiliar de Escritorio Em Geral                                                                                                                       ;JFIX INDUSTRIA                                                                                                                                        ;Pernambuco                                                                                                                                            ;PE-Caruaru                                                                                                                                            ;NOSSA SENHORA DAS DORES                                                                                                                               ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Salgueiro/Pe                                                                                                                                     ;7070893                                                                                                                                               ;2                   ;8                   ;Motorista de Caminhao (Rotas Regionais e Inte                                                                                                         ;JD LOg TRANSPORTADORA                                                                                                                                 ;Pernambuco                                                                                                                                            ;PE-Salgueiro                                                                                                                                          ;CENTRO                                                                                                                                                ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;Ticket Alimentação, Assistência Médica, Seguro de Vida                                                                                                ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Petrolina/Pe                                                                                                                                     ;7082197                                                                                                                                               ;7                   ;21                  ;Pedreiro                                                                                                                                              ;BK ENGENHARIA                                                                                                                                         ;Pernambuco                                                                                                                                            ;PE-Petrolina                                                                                                                                          ;JOSE E MARIA                                                                                                                                          ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Recife/Pe                                                                                                                                        ;7082247                                                                                                                                               ;2                   ;10                  ;Vendedor de Comercio Varejista                                                                                                                        ;ORION - ACESSORIOS E SISTEMAS INDUSTRIAIS                                                                                                             ;Pernambuco                                                                                                                                            ;PE-Recife                                                                                                                                             ;SANTO AMARO                                                                                                                                           ;Permanente                                                                                                                                            ;1.500,00            ;Mês                                                                                                                                                   ;Condução, Ticket Alimentação, Outros                                                                                                                  ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Exclusivamente deficiente                                                                                                                             ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Recife/Pe                                                                                                                                        ;7079832                                                                                                                                               ;1                   ;5                   ;Estoquista                                                                                                                                            ;                                                                                                                                                      ;Pernambuco                                                                                                                                            ;PE-Recife                                                                                                                                             ;BOA VISTA                                                                                                                                             ;Permanente                                                                                                                                            ;2.150,00            ;Mês                                                                                                                                                   ;Condução, Outros                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Superior Completo                                                                                                                                     ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Santa Cruz do Capibaribe/Pe                                                                                                                      ;7082623                                                                                                                                               ;1                   ;5                   ;Atendente de Lojas e Mercados                                                                                                                         ;CASA DOS OVOS E FRIOS CANAA                                                                                                                           ;Pernambuco                                                                                                                                            ;PE-Santa Cruz do Capibaribe                                                                                                                           ;SAO CRISTOVAO                                                                                                                                         ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Fundamental Completo                                                                                                                                  ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Caruaru/Pe                                                                                                                                       ;7083093                                                                                                                                               ;1                   ;3                   ;Auxiliar de Manutencao Predial                                                                                                                        ;LABORATORIO OPTICO SPHERICA LENS                                                                                                                      ;Pernambuco                                                                                                                                            ;PE-Caruaru                                                                                                                                            ;NOSSA SENHORA DAS DORES                                                                                                                               ;Permanente                                                                                                                                            ;0,00                ;Mês                                                                                                                                                   ;                                                                                                                                                      ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Múltipla                                                                                                                                              ;Indiferente                                                                                                                                           ;0                   ;0                   
Sine Sao Lourenco da Mata/Pe                                                                                                                          ;7081884                                                                                                                                               ;1                   ;3                   ;Soldador                                                                                                                                              ;PRESENT CALDEIRARIA E SERVICOS                                                                                                                        ;Pernambuco                                                                                                                                            ;PE-São Lourenço da Mata                                                                                                                               ;TIUMA                                                                                                                                                 ;Permanente                                                                                                                                            ;1.980,60            ;Mês                                                                                                                                                   ;Condução, Ticket Alimentação                                                                                                                          ;Comercial                                                                                                                                             ;Não                                                                                                                                                   ;Ensino Médio Completo                                                                                                                                 ;6                   ;Aceita deficiente                                                                                                                                     ;Física                                                                                                                                                ;Indiferente                                                                                                                                           ;0                   ;0                   
